Run,age,Assay Type,AvgSpotLen,Bases,BIOMATERIAL_PROVIDER,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,sex,SRA Study,tissue,AssemblyName
SRR13202795,not applicable,AMPLICON,54,214689237,"Agilent Technologies\, 11011 N Torrey Pines Rd.\, La Jolla\, CA 92037\, USA",PRJNA677999,SAMN16786375,Human,127856819,NATIONAL CENTER FOR TOXICOLOGICAL RESEARCH,public,"run.zq,sra,bam","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX9636098,Ion Torrent S5 XL,"4% Sample A + 96% Sample B\, enzymatically fragmented",SampleEf_TFS2_ST24_10ng_LIB1,SINGLE,PCR,GENOMIC,Homo sapiens,ION_TORRENT,2021-02-27T00:00:00Z,2020-12-05T19:02:00Z,1,Sample_Ef_ctDNA,not applicable,SRP296025,not applicable,GCA_000001405.13
SRR13202823,not applicable,AMPLICON,50,207738941,"Agilent Technologies\, 11011 N Torrey Pines Rd.\, La Jolla\, CA 92037\, USA",PRJNA677999,SAMN16786375,Human,127047398,NATIONAL CENTER FOR TOXICOLOGICAL RESEARCH,public,"run.zq,bam,sra","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX9636070,Ion Torrent S5 XL,"4% Sample A + 96% Sample B\, enzymatically fragmented",SampleEf_TFS2_ST23_10ng_LIB4,SINGLE,PCR,GENOMIC,Homo sapiens,ION_TORRENT,2021-02-27T00:00:00Z,2020-12-05T19:02:00Z,1,Sample_Ef_ctDNA,not applicable,SRP296025,not applicable,GCA_000001405.13
SRR13202824,not applicable,AMPLICON,54,136797727,"Agilent Technologies\, 11011 N Torrey Pines Rd.\, La Jolla\, CA 92037\, USA",PRJNA677999,SAMN16786375,Human,82554222,NATIONAL CENTER FOR TOXICOLOGICAL RESEARCH,public,"sra,run.zq,bam","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX9636069,Ion Torrent S5 XL,"4% Sample A + 96% Sample B\, enzymatically fragmented",SampleEf_TFS2_ST23_10ng_LIB3,SINGLE,PCR,GENOMIC,Homo sapiens,ION_TORRENT,2021-02-27T00:00:00Z,2020-12-05T19:02:00Z,1,Sample_Ef_ctDNA,not applicable,SRP296025,not applicable,GCA_000001405.13
SRR13202825,not applicable,AMPLICON,56,272982666,"Agilent Technologies\, 11011 N Torrey Pines Rd.\, La Jolla\, CA 92037\, USA",PRJNA677999,SAMN16786375,Human,160360067,NATIONAL CENTER FOR TOXICOLOGICAL RESEARCH,public,"sra,TenX,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX9636068,Ion Torrent S5 XL,"4% Sample A + 96% Sample B\, enzymatically fragmented",SampleEf_TFS2_ST23_10ng_LIB2,SINGLE,PCR,GENOMIC,Homo sapiens,ION_TORRENT,2021-02-27T00:00:00Z,2020-12-05T19:02:00Z,1,Sample_Ef_ctDNA,not applicable,SRP296025,not applicable,GCA_000001405.13
SRR13202826,not applicable,AMPLICON,56,165343026,"Agilent Technologies\, 11011 N Torrey Pines Rd.\, La Jolla\, CA 92037\, USA",PRJNA677999,SAMN16786375,Human,97213863,NATIONAL CENTER FOR TOXICOLOGICAL RESEARCH,public,"sra,bam,run.zq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX9636067,Ion Torrent S5 XL,"4% Sample A + 96% Sample B\, enzymatically fragmented",SampleEf_TFS2_ST23_10ng_LIB1,SINGLE,PCR,GENOMIC,Homo sapiens,ION_TORRENT,2021-02-27T00:00:00Z,2020-12-05T19:02:00Z,1,Sample_Ef_ctDNA,not applicable,SRP296025,not applicable,GCA_000001405.13
SRR13202854,not applicable,AMPLICON,79,462723177,"Agilent Technologies\, 11011 N Torrey Pines Rd.\, La Jolla\, CA 92037\, USA",PRJNA677999,SAMN16786375,Human,245649443,NATIONAL CENTER FOR TOXICOLOGICAL RESEARCH,public,"bam,sra,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX9636039,Ion Torrent S5 XL,"4% Sample A + 96% Sample B\, enzymatically fragmented",SampleEf_TFS2_ST22_25ng_LIB4,SINGLE,PCR,GENOMIC,Homo sapiens,ION_TORRENT,2021-02-27T00:00:00Z,2020-12-05T19:03:00Z,1,Sample_Ef_ctDNA,not applicable,SRP296025,not applicable,GCA_000001405.13
SRR13202855,not applicable,AMPLICON,84,458735656,"Agilent Technologies\, 11011 N Torrey Pines Rd.\, La Jolla\, CA 92037\, USA",PRJNA677999,SAMN16786375,Human,237595054,NATIONAL CENTER FOR TOXICOLOGICAL RESEARCH,public,"run.zq,bam,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX9636038,Ion Torrent S5 XL,"4% Sample A + 96% Sample B\, enzymatically fragmented",SampleEf_TFS2_ST22_25ng_LIB3,SINGLE,PCR,GENOMIC,Homo sapiens,ION_TORRENT,2021-02-27T00:00:00Z,2020-12-05T19:03:00Z,1,Sample_Ef_ctDNA,not applicable,SRP296025,not applicable,GCA_000001405.13
SRR13202856,not applicable,AMPLICON,76,363303035,"Agilent Technologies\, 11011 N Torrey Pines Rd.\, La Jolla\, CA 92037\, USA",PRJNA677999,SAMN16786375,Human,191433781,NATIONAL CENTER FOR TOXICOLOGICAL RESEARCH,public,"sra,run.zq,bam","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9636037,Ion Torrent S5 XL,"4% Sample A + 96% Sample B\, enzymatically fragmented",SampleEf_TFS2_ST22_25ng_LIB2,SINGLE,PCR,GENOMIC,Homo sapiens,ION_TORRENT,2021-02-27T00:00:00Z,2020-12-05T19:03:00Z,1,Sample_Ef_ctDNA,not applicable,SRP296025,not applicable,GCA_000001405.13
SRR13202857,not applicable,AMPLICON,81,451065999,"Agilent Technologies\, 11011 N Torrey Pines Rd.\, La Jolla\, CA 92037\, USA",PRJNA677999,SAMN16786375,Human,240678252,NATIONAL CENTER FOR TOXICOLOGICAL RESEARCH,public,"sra,run.zq,bam","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX9636036,Ion Torrent S5 XL,"4% Sample A + 96% Sample B\, enzymatically fragmented",SampleEf_TFS2_ST22_25ng_LIB1,SINGLE,PCR,GENOMIC,Homo sapiens,ION_TORRENT,2021-02-27T00:00:00Z,2020-12-05T19:03:00Z,1,Sample_Ef_ctDNA,not applicable,SRP296025,not applicable,GCA_000001405.13
SRR13202858,not applicable,AMPLICON,80,336384199,"Agilent Technologies\, 11011 N Torrey Pines Rd.\, La Jolla\, CA 92037\, USA",PRJNA677999,SAMN16786375,Human,176637405,NATIONAL CENTER FOR TOXICOLOGICAL RESEARCH,public,"bam,run.zq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX9636035,Ion Torrent S5 XL,"4% Sample A + 96% Sample B\, enzymatically fragmented",SampleEf_TFS2_ST22_10ng_LIB4,SINGLE,PCR,GENOMIC,Homo sapiens,ION_TORRENT,2021-02-27T00:00:00Z,2020-12-05T19:03:00Z,1,Sample_Ef_ctDNA,not applicable,SRP296025,not applicable,GCA_000001405.13
SRR13202859,not applicable,AMPLICON,64,262636862,"Agilent Technologies\, 11011 N Torrey Pines Rd.\, La Jolla\, CA 92037\, USA",PRJNA677999,SAMN16786375,Human,149857422,NATIONAL CENTER FOR TOXICOLOGICAL RESEARCH,public,"sra,run.zq,bam","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX9636034,Ion Torrent S5 XL,"4% Sample A + 96% Sample B\, enzymatically fragmented",SampleEf_TFS2_ST22_10ng_LIB3,SINGLE,PCR,GENOMIC,Homo sapiens,ION_TORRENT,2021-02-27T00:00:00Z,2020-12-05T19:02:00Z,1,Sample_Ef_ctDNA,not applicable,SRP296025,not applicable,GCA_000001405.13
SRR13202860,not applicable,AMPLICON,72,311387193,"Agilent Technologies\, 11011 N Torrey Pines Rd.\, La Jolla\, CA 92037\, USA",PRJNA677999,SAMN16786375,Human,169909616,NATIONAL CENTER FOR TOXICOLOGICAL RESEARCH,public,"run.zq,bam,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX9636033,Ion Torrent S5 XL,"4% Sample A + 96% Sample B\, enzymatically fragmented",SampleEf_TFS2_ST22_10ng_LIB2,SINGLE,PCR,GENOMIC,Homo sapiens,ION_TORRENT,2021-02-27T00:00:00Z,2020-12-05T19:03:00Z,1,Sample_Ef_ctDNA,not applicable,SRP296025,not applicable,GCA_000001405.13
SRR13202861,not applicable,AMPLICON,69,314477014,"Agilent Technologies\, 11011 N Torrey Pines Rd.\, La Jolla\, CA 92037\, USA",PRJNA677999,SAMN16786375,Human,175039455,NATIONAL CENTER FOR TOXICOLOGICAL RESEARCH,public,"sra,bam,run.zq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX9636032,Ion Torrent S5 XL,"4% Sample A + 96% Sample B\, enzymatically fragmented",SampleEf_TFS2_ST22_10ng_LIB1,SINGLE,PCR,GENOMIC,Homo sapiens,ION_TORRENT,2021-02-27T00:00:00Z,2020-12-05T19:03:00Z,1,Sample_Ef_ctDNA,not applicable,SRP296025,not applicable,GCA_000001405.13
SRR13203966,not applicable,AMPLICON,76,439845249,"Agilent Technologies\, 11011 N Torrey Pines Rd.\, La Jolla\, CA 92037\, USA",PRJNA677999,SAMN16786375,Human,234536397,NATIONAL CENTER FOR TOXICOLOGICAL RESEARCH,public,"run.zq,sra,bam","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX9637222,Ion Torrent S5 XL,"4% Sample A + 96% Sample B\, enzymatically fragmented",SampleEf_TFS2_ST23_25ng_LIB4,SINGLE,PCR,GENOMIC,Homo sapiens,ION_TORRENT,2021-02-27T00:00:00Z,2020-12-06T11:03:00Z,1,Sample_Ef_ctDNA,not applicable,SRP296025,not applicable,GCA_000001405.13
SRR13203967,not applicable,AMPLICON,77,287994339,"Agilent Technologies\, 11011 N Torrey Pines Rd.\, La Jolla\, CA 92037\, USA",PRJNA677999,SAMN16786375,Human,157461272,NATIONAL CENTER FOR TOXICOLOGICAL RESEARCH,public,"bam,sra,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9637221,Ion Torrent S5 XL,"4% Sample A + 96% Sample B\, enzymatically fragmented",SampleEf_TFS2_ST23_25ng_LIB3,SINGLE,PCR,GENOMIC,Homo sapiens,ION_TORRENT,2021-02-27T00:00:00Z,2020-12-06T11:03:00Z,1,Sample_Ef_ctDNA,not applicable,SRP296025,not applicable,GCA_000001405.13
SRR13203968,not applicable,AMPLICON,75,395832291,"Agilent Technologies\, 11011 N Torrey Pines Rd.\, La Jolla\, CA 92037\, USA",PRJNA677999,SAMN16786375,Human,212661756,NATIONAL CENTER FOR TOXICOLOGICAL RESEARCH,public,"run.zq,bam,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX9637220,Ion Torrent S5 XL,"4% Sample A + 96% Sample B\, enzymatically fragmented",SampleEf_TFS2_ST23_25ng_LIB2,SINGLE,PCR,GENOMIC,Homo sapiens,ION_TORRENT,2021-02-27T00:00:00Z,2020-12-06T11:03:00Z,1,Sample_Ef_ctDNA,not applicable,SRP296025,not applicable,GCA_000001405.13
SRR13203969,not applicable,AMPLICON,73,527239814,"Agilent Technologies\, 11011 N Torrey Pines Rd.\, La Jolla\, CA 92037\, USA",PRJNA677999,SAMN16786375,Human,284331464,NATIONAL CENTER FOR TOXICOLOGICAL RESEARCH,public,"sra,run.zq,TenX","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX9637219,Ion Torrent S5 XL,"4% Sample A + 96% Sample B\, enzymatically fragmented",SampleEf_TFS2_ST23_25ng_LIB1,SINGLE,PCR,GENOMIC,Homo sapiens,ION_TORRENT,2021-02-27T00:00:00Z,2020-12-06T11:04:00Z,1,Sample_Ef_ctDNA,not applicable,SRP296025,not applicable,GCA_000001405.13
SRR13385566,not applicable,Targeted-Capture,287,107917882248,"Agilent Technologies\, 11011 N Torrey Pines Rd.\, La Jolla\, CA 92037\, USA",PRJNA677999,SAMN16786375,Human,37079230539,NATIONAL CENTER FOR TOXICOLOGICAL RESEARCH,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX9804924,Illumina NovaSeq 6000,"4% Sample A + 96% Sample B\, enzymatically fragmented",SampleEf_ILM2_ST10_10ng_LIB2,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2021-02-27T00:00:00Z,2021-01-08T14:10:00Z,1,Sample_Ef_ctDNA,not applicable,SRP296025,not applicable,
SRR13385567,not applicable,Targeted-Capture,282,95962229085,"Agilent Technologies\, 11011 N Torrey Pines Rd.\, La Jolla\, CA 92037\, USA",PRJNA677999,SAMN16786375,Human,33856108017,NATIONAL CENTER FOR TOXICOLOGICAL RESEARCH,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX9804923,Illumina NovaSeq 6000,"4% Sample A + 96% Sample B\, enzymatically fragmented",SampleEf_ILM2_ST10_10ng_LIB1,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2021-02-27T00:00:00Z,2021-01-08T12:02:00Z,1,Sample_Ef_ctDNA,not applicable,SRP296025,not applicable,
SRR13385577,not applicable,Targeted-Capture,275,46400535107,"Agilent Technologies\, 11011 N Torrey Pines Rd.\, La Jolla\, CA 92037\, USA",PRJNA677999,SAMN16786375,Human,14925346222,NATIONAL CENTER FOR TOXICOLOGICAL RESEARCH,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX9804913,Illumina NovaSeq 6000,"4% Sample A + 96% Sample B\, enzymatically fragmented",SampleEf_ILM2_ST29_25ng_LIB4,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2021-02-27T00:00:00Z,2021-01-12T20:36:00Z,1,Sample_Ef_ctDNA,not applicable,SRP296025,not applicable,
SRR13385578,not applicable,Targeted-Capture,188,77846161297,"Agilent Technologies\, 11011 N Torrey Pines Rd.\, La Jolla\, CA 92037\, USA",PRJNA677999,SAMN16786375,Human,25939048964,NATIONAL CENTER FOR TOXICOLOGICAL RESEARCH,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX9804912,Illumina NovaSeq 6000,"4% Sample A + 96% Sample B\, enzymatically fragmented",SampleEf_ILM2_ST29_25ng_LIB3,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2021-02-27T00:00:00Z,2021-01-08T11:14:00Z,1,Sample_Ef_ctDNA,not applicable,SRP296025,not applicable,
SRR13385579,not applicable,Targeted-Capture,278,44999756281,"Agilent Technologies\, 11011 N Torrey Pines Rd.\, La Jolla\, CA 92037\, USA",PRJNA677999,SAMN16786375,Human,14632662118,NATIONAL CENTER FOR TOXICOLOGICAL RESEARCH,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX9804911,Illumina NovaSeq 6000,"4% Sample A + 96% Sample B\, enzymatically fragmented",SampleEf_ILM2_ST29_25ng_LIB2,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2021-02-27T00:00:00Z,2021-01-08T07:51:00Z,1,Sample_Ef_ctDNA,not applicable,SRP296025,not applicable,
SRR13385580,not applicable,Targeted-Capture,286,45665010550,"Agilent Technologies\, 11011 N Torrey Pines Rd.\, La Jolla\, CA 92037\, USA",PRJNA677999,SAMN16786375,Human,15084237148,NATIONAL CENTER FOR TOXICOLOGICAL RESEARCH,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX9804910,Illumina NovaSeq 6000,"4% Sample A + 96% Sample B\, enzymatically fragmented",SampleEf_ILM2_ST29_25ng_LIB1,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2021-02-27T00:00:00Z,2021-01-08T07:53:00Z,1,Sample_Ef_ctDNA,not applicable,SRP296025,not applicable,
SRR13385582,not applicable,Targeted-Capture,285,114205896908,"Agilent Technologies\, 11011 N Torrey Pines Rd.\, La Jolla\, CA 92037\, USA",PRJNA677999,SAMN16786375,Human,37594863228,NATIONAL CENTER FOR TOXICOLOGICAL RESEARCH,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX9804908,Illumina NovaSeq 6000,"4% Sample A + 96% Sample B\, enzymatically fragmented",SampleEf_ILM2_ST29_10ng_LIB4,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2021-02-27T00:00:00Z,2021-01-08T13:51:00Z,1,Sample_Ef_ctDNA,not applicable,SRP296025,not applicable,
SRR13385583,not applicable,Targeted-Capture,286,101628862467,"Agilent Technologies\, 11011 N Torrey Pines Rd.\, La Jolla\, CA 92037\, USA",PRJNA677999,SAMN16786375,Human,33466685486,NATIONAL CENTER FOR TOXICOLOGICAL RESEARCH,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX9804907,Illumina NovaSeq 6000,"4% Sample A + 96% Sample B\, enzymatically fragmented",SampleEf_ILM2_ST29_10ng_LIB3,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2021-02-27T00:00:00Z,2021-01-08T13:05:00Z,1,Sample_Ef_ctDNA,not applicable,SRP296025,not applicable,
SRR13385584,not applicable,Targeted-Capture,283,121391597711,"Agilent Technologies\, 11011 N Torrey Pines Rd.\, La Jolla\, CA 92037\, USA",PRJNA677999,SAMN16786375,Human,40237414906,NATIONAL CENTER FOR TOXICOLOGICAL RESEARCH,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX9804906,Illumina NovaSeq 6000,"4% Sample A + 96% Sample B\, enzymatically fragmented",SampleEf_ILM2_ST29_10ng_LIB2,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2021-02-27T00:00:00Z,2021-01-08T11:29:00Z,1,Sample_Ef_ctDNA,not applicable,SRP296025,not applicable,
SRR13385585,not applicable,Targeted-Capture,282,92368010251,"Agilent Technologies\, 11011 N Torrey Pines Rd.\, La Jolla\, CA 92037\, USA",PRJNA677999,SAMN16786375,Human,30931750935,NATIONAL CENTER FOR TOXICOLOGICAL RESEARCH,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX9804905,Illumina NovaSeq 6000,"4% Sample A + 96% Sample B\, enzymatically fragmented",SampleEf_ILM2_ST29_10ng_LIB1,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2021-02-27T00:00:00Z,2021-01-08T10:16:00Z,1,Sample_Ef_ctDNA,not applicable,SRP296025,not applicable,
SRR13385604,not applicable,Targeted-Capture,263,78825817108,"Agilent Technologies\, 11011 N Torrey Pines Rd.\, La Jolla\, CA 92037\, USA",PRJNA677999,SAMN16786375,Human,37183142821,NATIONAL CENTER FOR TOXICOLOGICAL RESEARCH,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX9804886,Illumina NovaSeq 6000,"4% Sample A + 96% Sample B\, enzymatically fragmented",SampleEf_ILM2_ST23_25ng_LIB4,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2021-02-27T00:00:00Z,2021-01-13T08:20:00Z,1,Sample_Ef_ctDNA,not applicable,SRP296025,not applicable,
SRR13385605,not applicable,Targeted-Capture,260,86880921671,"Agilent Technologies\, 11011 N Torrey Pines Rd.\, La Jolla\, CA 92037\, USA",PRJNA677999,SAMN16786375,Human,40601707081,NATIONAL CENTER FOR TOXICOLOGICAL RESEARCH,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX9804885,Illumina NovaSeq 6000,"4% Sample A + 96% Sample B\, enzymatically fragmented",SampleEf_ILM2_ST23_25ng_LIB3,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2021-02-27T00:00:00Z,2021-01-13T01:44:00Z,1,Sample_Ef_ctDNA,not applicable,SRP296025,not applicable,
SRR13385606,not applicable,Targeted-Capture,258,51369176674,"Agilent Technologies\, 11011 N Torrey Pines Rd.\, La Jolla\, CA 92037\, USA",PRJNA677999,SAMN16786375,Human,24147253935,NATIONAL CENTER FOR TOXICOLOGICAL RESEARCH,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX9804884,Illumina NovaSeq 6000,"4% Sample A + 96% Sample B\, enzymatically fragmented",SampleEf_ILM2_ST23_25ng_LIB2,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2021-02-27T00:00:00Z,2021-01-12T16:12:00Z,1,Sample_Ef_ctDNA,not applicable,SRP296025,not applicable,
SRR13385607,not applicable,Targeted-Capture,254,76385237323,"Agilent Technologies\, 11011 N Torrey Pines Rd.\, La Jolla\, CA 92037\, USA",PRJNA677999,SAMN16786375,Human,34822520787,NATIONAL CENTER FOR TOXICOLOGICAL RESEARCH,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX9804883,Illumina NovaSeq 6000,"4% Sample A + 96% Sample B\, enzymatically fragmented",SampleEf_ILM2_ST23_25ng_LIB1,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2021-02-27T00:00:00Z,2021-01-15T06:09:00Z,1,Sample_Ef_ctDNA,not applicable,SRP296025,not applicable,
SRR13385608,not applicable,Targeted-Capture,269,69245506067,"Agilent Technologies\, 11011 N Torrey Pines Rd.\, La Jolla\, CA 92037\, USA",PRJNA677999,SAMN16786375,Human,32587568728,NATIONAL CENTER FOR TOXICOLOGICAL RESEARCH,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX9804882,Illumina NovaSeq 6000,"4% Sample A + 96% Sample B\, enzymatically fragmented",SampleEf_ILM2_ST23_10ng_LIB4,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2021-02-27T00:00:00Z,2021-01-12T21:22:00Z,1,Sample_Ef_ctDNA,not applicable,SRP296025,not applicable,
SRR13385609,not applicable,Targeted-Capture,268,69096614469,"Agilent Technologies\, 11011 N Torrey Pines Rd.\, La Jolla\, CA 92037\, USA",PRJNA677999,SAMN16786375,Human,31999815950,NATIONAL CENTER FOR TOXICOLOGICAL RESEARCH,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX9804881,Illumina NovaSeq 6000,"4% Sample A + 96% Sample B\, enzymatically fragmented",SampleEf_ILM2_ST23_10ng_LIB3,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2021-02-27T00:00:00Z,2021-01-12T20:46:00Z,1,Sample_Ef_ctDNA,not applicable,SRP296025,not applicable,
SRR13385610,not applicable,Targeted-Capture,260,57253926983,"Agilent Technologies\, 11011 N Torrey Pines Rd.\, La Jolla\, CA 92037\, USA",PRJNA677999,SAMN16786375,Human,26881413647,NATIONAL CENTER FOR TOXICOLOGICAL RESEARCH,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX9804880,Illumina NovaSeq 6000,"4% Sample A + 96% Sample B\, enzymatically fragmented",SampleEf_ILM2_ST23_10ng_LIB2,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2021-02-27T00:00:00Z,2021-01-12T12:36:00Z,1,Sample_Ef_ctDNA,not applicable,SRP296025,not applicable,
SRR13385611,not applicable,Targeted-Capture,262,83023816695,"Agilent Technologies\, 11011 N Torrey Pines Rd.\, La Jolla\, CA 92037\, USA",PRJNA677999,SAMN16786375,Human,37422232091,NATIONAL CENTER FOR TOXICOLOGICAL RESEARCH,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX9804879,Illumina NovaSeq 6000,"4% Sample A + 96% Sample B\, enzymatically fragmented",SampleEf_ILM2_ST23_10ng_LIB1,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2021-02-27T00:00:00Z,2021-01-13T05:00:00Z,1,Sample_Ef_ctDNA,not applicable,SRP296025,not applicable,
SRR13385630,not applicable,Targeted-Capture,283,119457544063,"Agilent Technologies\, 11011 N Torrey Pines Rd.\, La Jolla\, CA 92037\, USA",PRJNA677999,SAMN16786375,Human,40697493736,NATIONAL CENTER FOR TOXICOLOGICAL RESEARCH,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX9804860,Illumina NovaSeq 6000,"4% Sample A + 96% Sample B\, enzymatically fragmented",SampleEf_ILM2_ST10_25ng_LIB4,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2021-02-27T00:00:00Z,2021-01-08T13:22:00Z,1,Sample_Ef_ctDNA,not applicable,SRP296025,not applicable,
SRR13385631,not applicable,Targeted-Capture,284,126441326395,"Agilent Technologies\, 11011 N Torrey Pines Rd.\, La Jolla\, CA 92037\, USA",PRJNA677999,SAMN16786375,Human,42936765868,NATIONAL CENTER FOR TOXICOLOGICAL RESEARCH,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX9804859,Illumina NovaSeq 6000,"4% Sample A + 96% Sample B\, enzymatically fragmented",SampleEf_ILM2_ST10_25ng_LIB3,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2021-02-27T00:00:00Z,2021-01-08T12:03:00Z,1,Sample_Ef_ctDNA,not applicable,SRP296025,not applicable,
SRR13385632,not applicable,Targeted-Capture,282,123357285006,"Agilent Technologies\, 11011 N Torrey Pines Rd.\, La Jolla\, CA 92037\, USA",PRJNA677999,SAMN16786375,Human,42272238697,NATIONAL CENTER FOR TOXICOLOGICAL RESEARCH,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX9804858,Illumina NovaSeq 6000,"4% Sample A + 96% Sample B\, enzymatically fragmented",SampleEf_ILM2_ST10_25ng_LIB2,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2021-02-27T00:00:00Z,2021-01-08T13:21:00Z,1,Sample_Ef_ctDNA,not applicable,SRP296025,not applicable,
SRR13385633,not applicable,Targeted-Capture,283,120302819782,"Agilent Technologies\, 11011 N Torrey Pines Rd.\, La Jolla\, CA 92037\, USA",PRJNA677999,SAMN16786375,Human,42562210002,NATIONAL CENTER FOR TOXICOLOGICAL RESEARCH,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX9804857,Illumina NovaSeq 6000,"4% Sample A + 96% Sample B\, enzymatically fragmented",SampleEf_ILM2_ST10_25ng_LIB1,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2021-02-27T00:00:00Z,2021-01-08T12:09:00Z,1,Sample_Ef_ctDNA,not applicable,SRP296025,not applicable,
